company,school_1,alumnicount_1,school_2,alumnicount_2,school_3,alumnicount_3,school_4,alumnicount_4,school_5,alumnicount_5,school_6,alumnicount_6,school_7,alumnicount_7,school_8,alumnicount_8,school_9,alumnicount_9,school_10,alumnicount_10,school_11,alumnicount_11,school_12,alumnicount_12,school_13,alumnicount_13,school_14,alumnicount_14,school_15,alumnicount_15,id
General Dynamics,university of phoenix,111.0,arizona state university,101.0,university of maryland global campus,64.0,penn state university,52.0,university of maryland,50.0,strayer university,44.0,community college of the air force,44.0,oakland university,41.0,university of massachusetts amherst,41.0,george mason university,41.0,fanshawe college,40.0,university of connecticut,38.0,virginia tech,37.0,southern illinois university carbondale,36.0,embryriddle aeronautical university,26.0,221
General Mills,university of minnesota,688.0,university of minnesota carlson school of management,423.0,university of mumbai,336.0,university of st thomas,213.0,university of wisconsinmadison,207.0,michigan state university,167.0,iowa state university,154.0,st cloud state university,115.0,university of illinois urbanachampaign,113.0,minnesota state university mankato,109.0,purdue university,109.0,university of arkansas,105.0,university of minnesota duluth,101.0,the ohio state university,92.0,fgv fundacao getulio vargas,92.0,222
General Motors,michigan state university,2377.0,university of michigan,2344.0,wayne state university,2287.0,oakland university,2047.0,kettering university,1932.0,central michigan university,1515.0,university of michigandearborn,1120.0,purdue university,1018.0,tecnologico de monterrey,834.0,eastern michigan university,673.0,walsh college,650.0,fgv fundacao getulio vargas,606.0,georgia institute of technology,413.0,university of michigan stephen m ross school of business,410.0,indiana university kelley school of business,323.0,223
Genuine Parts Company,georgia state university,68.0,kennesaw state university,53.0,georgia institute of technology,52.0,the university of georgia,37.0,university of phoenix,34.0,university of georgia terry college of business,26.0,georgia state university j mack robinson college of business,24.0,the university of alabama,24.0,georgia gwinnett college,17.0,jawaharlal nehru technological university,17.0,devry university,16.0,auburn university,16.0,kennesaw state university michael j coles college of business,14.0,chattahoochee technical college,10.0,university of north texas,9.0,224
Gilead Sciences,university of california berkeley,400.0,university of california davis,307.0,san jose state university,213.0,ucla,208.0,san francisco state university,201.0,university college cork,191.0,uc san diego,189.0,stanford university,145.0,golden gate university,145.0,uc irvine,144.0,university of southern california,128.0,rutgers university,125.0,university of california santa cruz,112.0,california state university east bay,98.0,university of california san francisco,91.0,225
Global Payments,columbus state university,625.0,savitribai phule pune university,210.0,university of phoenix,139.0,auburn university,135.0,troy university,134.0,university of central oklahoma,130.0,georgia state university,105.0,polytechnic university of the philippines,98.0,oklahoma state university,94.0,university of oklahoma,92.0,utah valley university,89.0,the university of georgia,84.0,university of cyprus,74.0,georgia institute of technology,69.0,brigham young university,60.0,226
Globe Life,university of north texas,78.0,collin college,64.0,the university of texas at dallas,62.0,university of phoenix,39.0,texas am university,33.0,the university of texas at austin,30.0,oklahoma state university,23.0,university of oklahoma,21.0,texas tech university,20.0,southern methodist university,16.0,baylor university,14.0,dallas college,14.0,arizona state university,13.0,university of arkansas,11.0,kent state university,9.0,227
GoDaddy,arizona state university,357.0,mesa community college,100.0,university of phoenix,85.0,universitatea alexandru ioan cuza din iasi,75.0,university of arizona,62.0,university of washington,61.0,kirkwood community college,59.0,w p carey school of business arizona state university,56.0,university of iowa,48.0,the university of texas at austin,43.0,chandlergilbert community college,42.0,northern arizona university,40.0,glendale community college,36.0,university of california berkeley,35.0,scottsdale community college,26.0,228
Goldman Sachs,the london school of economics and political science lse,944.0,columbia university,852.0,the institute of chartered accountants of india,814.0,new york university,625.0,harvard university,600.0,the wharton school,588.0,cornell university,572.0,university of oxford,544.0,nyu stern school of business,489.0,university of pennsylvania,446.0,university of cambridge,446.0,christ university bangalore,438.0,universita bocconi,336.0,birla institute of technology and science pilani,245.0,svkms narsee monjee institute of management studies nmims,203.0,229
Halliburton,texas am university,722.0,mays business school texas am university,387.0,university of houston,356.0,cairo university,291.0,estacio,288.0,university of stavanger,238.0,institut teknologi bandung,204.0,the university of texas at austin,190.0,robert gordon university,184.0,ain shams university,180.0,iff instituto federal fluminense,168.0,universidad de oriente ve,163.0,universidad de america,146.0,fgv fundacao getulio vargas,115.0,universidade federal fluminense,109.0,230
Hartford (The),university of connecticut,731.0,central connecticut state university,552.0,university of hartford,305.0,university of connecticut school of business,189.0,university of phoenix,174.0,eastern connecticut state university,151.0,manchester community college,129.0,university of central florida,124.0,bryant university,104.0,university of north carolina at charlotte,99.0,the university of texas at san antonio,99.0,university of massachusetts amherst,84.0,quinnipiac university,82.0,southern new hampshire university,82.0,penn state university,78.0,231
Supermicro,san jose state university,271.0,national taipei university of technology,71.0,national taiwan university,70.0,tamkang university,65.0,national taiwan university of science and technology,63.0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,232
Hasbro,university of washington,83.0,bryant university,82.0,university of rhode island,76.0,rhode island college,64.0,johnson wales university,56.0,the hong kong polytechnic university,43.0,rhode island school of design,41.0,northeastern university,40.0,university of massachusetts dartmouth,36.0,community college of rhode island,36.0,the art institutes,36.0,providence college,35.0,savannah college of art and design,32.0,tecnologico de monterrey,28.0,ringling college of art and design,25.0,233
HCA Healthcare,western governors university,2757.0,the university of texas at arlington,1266.0,middle tennessee state university mtsu,1200.0,university of phoenix,1123.0,university of florida,833.0,university of south florida,802.0,virginia commonwealth university,737.0,walden university,702.0,university of central florida,663.0,university of tennessee knoxville,611.0,florida international university,546.0,texas am university,534.0,belmont university,487.0,lipscomb university,454.0,vanderbilt university,307.0,234
Healthpeak Properties,university of wisconsinmilwaukee,15.0,uc irvine,12.0,ucla,11.0,uc san diego,7.0,middle tennessee state university mtsu,6.0,usc marshall school of business,6.0,university of southern california,5.0,arizona state university,5.0,uc santa barbara,5.0,university of denver,5.0,california state university fullerton,5.0,cal state fullerton college of business and economics,4.0,san francisco state university,4.0,university of california berkeley,4.0,university of phoenix,4.0,235
